,선명,역명,주소,위도,경도
25,1호선,회기,서울특별시 동대문구 회기로 196,37.5907958,127.0593134
26,수인분당,강남구청,서울특별시 강남구 학동로 346,37.51820379999999,127.0472197
27,수인분당,개포동,서울시 강남구 개포로 지하420,37.4868621,127.0645824
28,수인분당,구룡,서울특별시 강남구 개포로 지하 403,37.4868621,127.0645824
29,수인분당,대모산입구,서울시 강남구 개포로 522,37.4917142,127.0736619
30,수인분당,도곡,서울특별시 강남구 남부순환로 2814  ,37.490719,127.0549212
31,수인분당,복정(동서울대학),서울특별시 송파구 송파대로 6,37.4706579,127.1267053
32,수인분당,서울숲,서울특별시 성동구 왕십리로 77,37.54402650000001,127.0448771
33,수인분당,선릉,서울특별시 강남구 테헤란로 지하340,37.5041073,127.0475882
34,수인분당,선정릉(한국과학창의재단),서울시 강남구 선릉로 지하580(삼성동 111-114),37.510537,127.0445954
35,수인분당,수서,서울특별시 강남구 광평로 지하270 지하1층(수서동),37.4874685,127.1013245
36,수인분당,압구정로데오,서울시 강남구 압구정로 지하 402,37.5263577,127.0335584
37,수인분당,왕십리,서울특별시 성동구 왕십리광장로 18,37.5613049,127.0369583
38,수인분당,청량리,서울특별시 동대문구 왕산로 214,37.5809769,127.0469926
39,수인분당,한티,서울특별시 강남구 선릉로 228 지하1층,37.4992221,127.0515614
40,경춘,광운대,서울특별시 노원구 석계로 98-2,37.6234098,127.0622569
41,경춘,남춘천(강원대), 춘천시 영서로 2260,37.8640048,127.723833
42,경춘,망우,서울특별시 중랑구 망우로 55길 11-10,37.599235,127.0912611
43,경춘,상봉,서울특별시 중랑구 망우로 297,37.5967657,127.0860297
44,경춘,신내,서울특별시 중랑구 신내역로 20,37.6127015,127.1038214
45,경춘,중랑,서울특별시 중랑구 중랑역로 9,37.5948117,127.0757881
46,경춘,청량리,서울특별시 동대문구 왕산로 214,37.5809769,127.0469926
47,경춘,회기,서울특별시 동대문구 회기로 196,37.5907958,127.0593134
48,경의중앙,가좌,서울시 서대문구 수색로 27,37.5688828,126.9151667
49,경의중앙,공덕,서울특별시 마포구 마포대로 92  ,37.5430115,126.9511883
50,경의중앙,디지털미디어시티,서울특별시 은평구 수색로 193,37.5780342,126.8995155
51,경의중앙,망우,서울특별시 중랑구 망우로 55길 11-10,37.599235,127.0912611
52,경의중앙,상봉,서울시 중랑구 망우로 297,37.5967657,127.0860297
53,경의중앙,서강대,서울특별시 마포구 서강로 118(지하),37.5522603,126.9353225
54,경의중앙,서빙고,서울특별시 용산구 서빙고로 238,37.5199438,126.9900421
55,경의중앙,서울역,서울시 중구 통일로 1,37.5559588,126.9715835
56,경의중앙,수색,서울특별시 은평구 수색로 261-1  ,37.5805684,126.8958386
57,경의중앙,신촌,서울특별시 서대문구 신촌역로 30,37.5597943,126.9419176
58,경의중앙,양원(서울시북부병원),서울시 중랑구 송림길 147,37.6066215,127.1079185
59,경의중앙,옥수,서울특별시 성동구 동호로21,37.5400509,127.0177866
60,경의중앙,왕십리,서울특별시 성동구 왕십리광장로 17,37.5612886,127.038382
61,경의중앙,용산,서울특별시 용산구 한강대로 23길 55,37.529557,126.9641567
62,경의중앙,응봉,서울특별시 성동구 고산자로 124  ,37.5571673,127.0357202
63,경의중앙,이촌,서울특별시 용산구 이촌로71길 42,37.5213688,126.9732278
64,경의중앙,중랑,서울특별시 중랑구 중랑역로3길 28  ,37.5950121,127.074834
65,경의중앙,청량리,서울특별시 동대문구 왕산로 214 청량리역,37.5809769,127.0469926
66,경의중앙,한남,서울특별시 용산구 독서당로6길 12-13,37.5297431,127.0099591
67,경의중앙,홍대입구,서울특별시 마포구 양화로 지하188,37.5534256,126.9186096
68,경의중앙,회기,서울특별시 동대문구 회기로 196,37.5907958,127.0593134
69,경의중앙,효창공원앞,서울특별시 용산구 원효로 71길 40,37.53797429999999,126.9633064
