호선명,역명,사용월,04시-05시 승하차인원,05시-06시 승하차인원,06시-07시 승하차인원,07시-08시 승하차인원,08시-09시 승하차인원,09시-10시 승하차인원,10시-11시 승하차인원,11시-12시 승하차인원,12시-13시 승하차인원,13시-14시 승하차인원,14시-15시 승하차인원,15시-16시 승하차인원,16시-17시 승하차인원,17시-18시 승하차인원,18시-19시 승하차인원,19시-20시 승하차인원,20시-21시 승하차인원,21시-22시 승하차인원,22시-23시 승하차인원,23시-24시 승하차인원,00시-01시 승하차인원,01시-02시 승하차인원,02시-03시 승하차인원,03시-04시 승하차인원,총 승차인원,지하철역,주소
9호선,흑석,2629183,222,59944,157887,370941,594437,392670,359455,326022,367900,372978,363613,399356,476430,574994,640216,386606,302040,273814,261821,155396,33645,324,0,0,6870711,흑석,서울특별시
1호선,개봉,,20370,320493,678214,1501251,1548904,1022321,757248,738316,809460,771919,767322,850644,1037763,1267039,1637207,1195446,774512,704342,580905,313352,19110,6,0,0,17316146,개봉,서울특별시
1호선,광운대,,29986,101224,214237,502767,616502,358958,307103,344769,315600,337357,342938,342372,412524,450885,534945,383825,269948,249251,208317,166514,65089,352,0,0,6555462,광운대,서울특별시
1호선,구일,,4130,78598,193694,482169,526021,343449,236627,230297,297168,335558,262677,320055,425056,530608,612536,384309,262904,292458,257438,113990,5331,9,0,0,6195081,구일,서울특별시
1호선,녹천,,16530,68431,127732,365828,348208,194682,162101,146828,173008,154185,144303,158226,202958,215337,273565,218657,133271,122691,101414,65479,15395,3,0,0,3408831,녹천,서울특별시
1호선,도봉,,4838,120152,188547,332708,390086,294580,259899,237802,255074,251359,262792,280919,306146,339485,371366,279271,173545,141248,127905,70285,22672,2,0,0,4710681,도봉,서울특별시
1호선,도봉산,,3457,103578,169219,361490,406251,382079,396832,373137,415665,406015,427997,443698,438812,387297,344245,238865,146073,115218,94095,56045,19378,3,0,0,5729449,도봉산,서울특별시
1호선,방학,,11124,189434,288283,607741,721961,450558,393454,371094,422797,391566,398983,442494,505060,568371,665608,524842,314008,267805,225602,125736,39663,15,0,0,7926197,방학,서울특별시
1호선,석계,,17940,113364,211278,421194,519822,366482,319377,331785,336397,347957,340948,398281,468508,538665,686778,490065,334301,308804,252666,159361,30017,109,0,0,6994100,석계,서울특별시
1호선,신이문,,19544,148748,250637,555802,663104,372618,298566,284730,303515,308482,289725,337880,392222,439477,561822,421049,271556,229475,204481,128440,23049,73,0,0,6504994,신이문,서울특별시
1호선,오류동,,8187,198036,338981,790306,860176,554151,421531,400728,457892,437712,419182,459844,527341,614851,797833,636750,404779,365989,313040,189784,11976,8,0,0,9209078,오류동,서울특별시
1호선,온수,,2912,97581,175402,448438,492727,316614,247243,245556,279347,263412,258054,283713,371173,393560,464840,338861,213822,207446,173824,105365,9130,10,0,0,5389032,온수,서울특별시
1호선,외대앞,,7663,112044,200098,329250,624384,355946,373058,369251,393348,372846,413392,416599,507175,577766,584762,427550,310050,309161,295710,198118,33073,99,0,0,7211344,외대앞,서울특별시
1호선,월계,,13616,88973,175428,456443,516826,383178,280470,260628,295364,320731,266242,305215,399395,401565,467608,341154,200919,190570,154703,99217,19644,13,0,0,5637903,월계,서울특별시
1호선,창동,,13827,128932.5,208007.5,486784.5,535084.5,322620,277777.5,258961,297902.5,272875.5,271643,300360,354009,391854,469586.5,371749.5,223639.5,195248,163508,95607.5,27529,9,0,0,5667514,창동,서울특별시
1호선,회기,,10009,152025,339211,513983,844426,592181,614712,672794,721139,743688,774076,800114,875572,883643,873790,566846,392806,361732,305149,182282,38483,278,3,0,11258937,회기,서울특별시
2호선,까치산,,630.9,108065.7,247113,639307.8,671503.5,394978.5,292340.7,285741.9,309363.3,310908.6,294329.7,336834,402859.8,498674.7,690536.7,511645.5,301023,276747.3,242788.5,153369,37740.6,2249.1,3.6,0,7008755.4,까치산,서울특별시
7호선,총신대입구,,146,69809,229773,569852,1182028,731305,427821,381273,399823,424742,407363,442446,509803,675135,1023461,570369,380661,353646,288847,152926,45050,1101,3,0,9267379,총신대입구(이수),서울특별시
