호선명,역명,04시-05시 승하차인원,05시-06시 승하차인원,06시-07시 승하차인원,07시-08시 승하차인원,08시-09시 승하차인원,09시-10시 승하차인원,10시-11시 승하차인원,11시-12시 승하차인원,12시-13시 승하차인원,13시-14시 승하차인원,14시-15시 승하차인원,15시-16시 승하차인원,16시-17시 승하차인원,17시-18시 승하차인원,18시-19시 승하차인원,19시-20시 승하차인원,20시-21시 승하차인원,21시-22시 승하차인원,22시-23시 승하차인원,23시-24시 승하차인원,00시-01시 승하차인원,01시-02시 승하차인원,02시-03시 승하차인원,03시-04시 승하차인원,총 승차인원,지하철역,주소
9호선,등촌,11,6435,18756,52024,74131,36556,27386,27227,29026,29071,28358,31620,35655,42513,61316,45629,28036,22197,20098,12805,3006,11,0,0,631867,등촌,서울특별시
9호선,마곡나루,7,5479,18946,49057,81839,37817,25044,24708,26455,28307,28521,31339,37398,61135,80977,51031,34185,31890,28903,16751,4380,130,0,0,704300,마곡나루,서울특별시
9호선,봉은사,3,3295,18417,46135,117477,86923,51695,51373,55267,60624,62188,64513,73587,100949,128301,66685,45829,41644,29028,9550,1604,9,0,0,1115096,봉은사,서울특별시
9호선,사평,1,1057,4713,15438,21391,12092,9468,9236,10315,11020,10880,11680,15114,16814,19372,13815,8602,7750,7522,3633,863,2,0,0,210779,사평,서울특별시
9호선,삼성중앙,1,1422,7010,21269,51241,39016,18879,14616,15397,16916,16644,17891,21917,34451,55646,26982,16061,14496,10868,5551,1241,3,0,0,407517,삼성중앙,서울특별시
9호선,삼전,6,4987,9493,24669,44542,28909,17431,15361,16886,17425,16706,17974,20784,27990,40382,28462,18802,17564,15398,8895,2374,383,0,0,395419,삼전,서울특별시
9호선,샛강,7,2079,6358,20594,44114,19363,13610,13890,13513,14810,15367,15925,18772,31033,45061,19541,14517,13894,11067,5775,1515,6,0,0,340810,샛강,서울특별시
9호선,석촌,1,3398,11590,29099,43918,34150,22187,21326,23112,24021,23159,23766,29361,36347,47065,35403,23326,23209,21900,10996,2565,8,0,0,489906,석촌,서울특별시
9호선,석촌고분,2,3115,8104,21900,43215,27756,16511,14821,16268,16610,15424,17456,20152,25241,39080,24988,17347,15553,13262,7621,2019,5,0,0,366446,석촌고분,서울특별시
9호선,선유도,1,3285,10589,36633,68926,31112,16183,16489,17145,17559,17361,19083,23421,38113,58969,29737,17173,15194,12723,6932,1899,5,0,0,458532,선유도,서울특별시
9호선,선정릉,2,2161,10778,27019,73958,56139,27888,21569,21650,23156,23396,23224,28173,44764,69736,39775,22332,20230,17197,7738,1847,5,0,0,562739,선정릉(한국과학창의재단),서울특별시
9호선,송파나루,2,2281,6285,16082,30228,19970,12556,13964,15357,16440,15358,15940,20040,24773,35284,24341,14540,14534,12006,6294,1826,4,0,0,318104,송파나루,서울특별시
9호선,신논현,52,5766,26681,71119,130815,125881,79830,74049,78828,87024,87611,92297,110972,146813,201412,130431,87637,88723,80793,43761,7438,507,3,0,1758443,신논현,서울특별시
9호선,신목동,2,2436,8678,24008,26510,13041,9489,9134,9042,9569,9100,9518,12884,15668,20137,14503,8536,8894,7850,4245,1484,92,0,0,224820,신목동,서울특별시
9호선,신반포,1,1448,13898,13509,17476,11509,9744,8408,9546,11164,11003,13792,20341,20767,20280,12963,8636,8116,6733,3161,571,2,0,0,223067,신반포,서울특별시
9호선,신방화,5,5311,13890,33278,39096,21541,16875,16511,18572,17937,17011,20164,23055,24436,35709,26410,17127,14625,12878,7894,2265,6,0,0,384595,신방화,서울특별시
9호선,양천향교,10,5573,17508,42034,72014,32345,20943,19995,22640,22187,22447,23885,28331,40094,60027,37353,23920,20678,18903,11858,3275,10,0,0,546029,양천향교,서울특별시
9호선,언주,1,2574,12562,28019,74030,55594,32489,23605,24101,27214,26475,29094,34915,53377,71627,37757,22417,19432,14647,7127,1628,48,0,0,598733,언주,서울특별시
9호선,여의도,26,5165,28878,142937,182856,84959,49143,55060,55224,63109,62933,69747,86535,177241,185603,92107,70849,56916,36655,14509,3138,206,0,0,1523797,여의도,서울특별시
9호선,염창,16,12668,33070,87201,107389,58670,39432,36049,39403,38231,36982,41529,48742,65696,96994,76536,50053,42775,39833,25190,5567,735,0,0,982761,염창,서울특별시
9호선,올림픽공원,4,3005,11757,21915,36892,24141,20458,21317,24298,25466,25306,29448,34148,39046,42950,29408,27573,30577,26708,10146,1881,23,1,0,486468,올림픽공원(한국체대),서울특별시
9호선,종합운동장,3,1456,5370,14424,22818,16777,10767,10733,12000,13402,12951,13868,16852,22392,29254,18472,12894,14258,13067,6938,1265,12,0,0,269974,종합운동장,서울특별시
9호선,증미,1,3192,12003,31482,60479,24853,15418,14255,14985,15049,14674,16692,19339,28892,49841,24565,14028,12317,9904,6429,1373,5,0,0,389773,증미,서울특별시
9호선,한성백제,0,1262,4173,9241,15991,10123,7054,6783,7420,7889,7918,8231,9393,11268,15888,9576,6473,5764,4999,2657,842,2,0,0,152947,한성백제,서울특별시
9호선,흑석,17,4611,12145,28534,45726,30205,27650,25079,28300,28691,27970,30720,36648,44230,49247,29739,23234,21063,20140,11954,2588,25,0,0,528516,흑석,서울특별시
1호선,개봉,1455,22892,48444,107232,110636,73023,54089,52737,57819,55137,54809,60760,74126,90503,116943,85389,55322,50310,41493,22382,1365,0,0,0,1236868,개봉,서울특별시
1호선,광운대,2142,7230,15303,35912,44036,25640,21936,24626,22543,24097,24496,24455,29466,32206,38210,27416,19282,17804,14880,11894,4649,25,0,0,468247,광운대,서울특별시
1호선,구일,295,5614,13835,34441,37573,24532,16902,16450,21226,23968,18763,22861,30361,37901,43753,27451,18779,20890,18388,8142,381,1,0,0,442506,구일,서울특별시
1호선,녹천,1181,4888,9124,26131,24872,13906,11579,10488,12358,11013,10307,11302,14497,15381,19540,15618,9519,8764,7244,4677,1100,0,0,0,243488,녹천,서울특별시
1호선,도봉,346,8582,13468,23765,27863,21041,18564,16986,18220,17954,18771,20066,21868,24249,26526,19948,12396,10089,9136,5020,1619,0,0,0,336477,도봉,서울특별시
1호선,도봉산,247,7398,12087,25821,29018,27291,28345,26653,29690,29001,30571,31693,31344,27664,24589,17062,10434,8230,6721,4003,1384,0,0,0,409246,도봉산,서울특별시
1호선,방학,795,13531,20592,43410,51569,32183,28104,26507,30200,27969,28499,31607,36076,40598,47543,37489,22429,19129,16114,8981,2833,1,0,0,566157,방학,서울특별시
1호선,석계,1281,8097,15091,30085,37130,26177,22813,23699,24028,24854,24353,28449,33465,38476,49056,35005,23879,22057,18048,11383,2144,8,0,0,499579,석계,서울특별시
1호선,신이문,1396,10625,17903,39700,47365,26616,21326,20338,21680,22034,20695,24134,28016,31391,40130,30075,19397,16391,14606,9174,1646,5,0,0,464642,신이문,서울특별시
1호선,오류동,585,14145,24213,56450,61441,39582,30109,28623,32707,31265,29942,32846,37667,43918,56988,45482,28913,26142,22360,13556,855,1,0,0,657791,오류동,서울특별시
1호선,온수,208,6970,12529,32031,35195,22615,17660,17540,19953,18815,18432,20265,26512,28111,33203,24204,15273,14818,12416,7526,652,1,0,0,384931,온수,서울특별시
1호선,외대앞,547,8003,14293,23518,44599,25425,26647,26375,28096,26632,29528,29757,36227,41269,41769,30539,22146,22083,21122,14151,2362,7,0,0,515096,외대앞,서울특별시
1호선,월계,973,6355,12531,32603,36916,27370,20034,18616,21097,22909,19017,21801,28528,28683,33401,24368,14351,13612,11050,7087,1403,1,0,0,402707,월계,서울특별시
1호선,창동,988,9209.5,14858,34770.5,38220.5,23044.5,19841.5,18497.5,21279,19491,19403,21454.5,25286.5,27989.5,33541.5,26553.5,15974,13946.5,11679,6829,1966.5,0.5,0,0,404822.5,창동,서울특별시
1호선,회기,749,11387,25544,38633,63241,44575,46261,50739,54392,56183,58409,60403,65959,66386,65609,42429,29364,26976,22661,13477,2869,21,0,0,846261,회기,서울특별시
2호선,까치산,48.6,8312.4,19008.9,49177.8,51653.7,30383.1,22487.4,21979.8,23796.9,23915.7,22640.4,25910.1,30988.8,38359.8,53118,39357,23155.2,21288.6,18675.9,11797.2,2903.4,172.8,0,0,539135.1,까치산,서울특별시
7호선,총신대입구,11,5369.5,17675,43834.5,90925.5,56254.5,32909,29328.5,30755.5,32672,31335.5,34034.5,39215.5,51933.5,78728,43874.5,29282,27203.5,22219,11764,3465.5,84.5,0,0,712875.5,총신대입구(이수),서울특별시
