,사용월,호선명,지하철역,04시-05시 승하차인원,05시-06시 승하차인원,06시-07시 승하차인원,07시-08시 승하차인원,08시-09시 승하차인원,09시-10시 승하차인원,10시-11시 승하차인원,11시-12시 승하차인원,12시-13시 승하차인원,13시-14시 승하차인원,14시-15시 승하차인원,15시-16시 승하차인원,16시-17시 승하차인원,17시-18시 승하차인원,18시-19시 승하차인원,19시-20시 승하차인원,20시-21시 승하차인원,21시-22시 승하차인원,22시-23시 승하차인원,23시-24시 승하차인원,00시-01시 승하차인원,01시-02시 승하차인원,02시-03시 승하차인원,03시-04시 승하차인원,총 승차인원
1615,202303,경원선,외대앞,574,9482,17287,26485,59045,28984,37121,35074,34517,30406,38264,35761,47413,53911,52095,37209,27978,28170,25789,17180,2751,0,0,0,645496
1616,202303,경원선,월계,985,6288,13353,37404,43725,33846,22268,21065,23970,27194,20861,27335,37534,34711,37450,27299,15602,14510,12474,7301,1601,0,0,0,466776
1617,202303,경원선,응봉,142,1623,4400,10275,11453,8472,8851,8107,7798,8281,8935,8496,9896,9720,9737,7471,4789,4007,3774,2023,586,0,0,0,138836
1618,202303,경원선,의정부,2601,13438,35248,69009,89237,67286,53701,59661,65277,69889,68599,70272,82046,93547,111994,85949,61993,47233,39733,24565,8280,0,0,0,1219558
1619,202303,경원선,이촌(국립중앙박물관),90,1958,6739,14251,19818,14359,11220,11078,11198,11881,11214,13087,15928,18445,20529,12887,9787,8696,7238,3429,956,1,0,0,224789
1620,202303,경원선,지행,63,6307,14334,30793,39225,23999,19317,19985,19570,21455,19662,22737,26422,33977,34423,30151,21807,16418,14466,9640,2767,0,0,0,427518
1621,202303,경원선,창동,0,0,0,0,3,1,0,1,0,1,1,0,1,0,6,3,0,2,0,0,0,0,0,0,19
1622,202303,경원선,청량리(서울시립대입구),1243,7382,20973,47127,73637,58710,68709,60548,62649,73452,67970,78972,80181,72352,100657,63618,49932,43938,25231,13630,4243,0,0,0,1075154
1623,202303,경원선,한남,179,2671,8538,16456,21169,16381,11031,10480,11818,11466,11834,13714,17531,23984,23978,13991,8973,9008,7920,3732,565,0,0,0,245419
1624,202303,경원선,회룡,1421,17390,34201,71380,66141,45613,40215,40387,39933,37584,37341,41201,48188,55027,62907,56465,33939,27620,22331,15129,4607,0,0,0,799020
1625,202303,경의선,가좌,9,3343,10496,30471,41557,24362,17038,17645,18722,18283,16971,18969,23121,25522,33196,24405,14689,11345,10869,6996,563,0,0,0,368572
1626,202303,경의선,강매,0,2257,7884,23184,23638,11144,8036,7217,6821,6720,6555,7415,9631,11361,17039,14516,8526,7281,6752,3953,1458,0,0,0,191388
1627,202303,경의선,계양,0,0,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6
1628,202303,경의선,곡산,2,337,1748,3475,4668,2257,1874,1612,1728,1599,1819,1971,2389,3291,4204,2137,1340,1114,805,559,35,0,0,0,38964
1629,202303,경의선,공덕,3,723,3903,13190,27332,14545,8618,9079,8460,8968,8677,9352,11601,17906,26212,13497,10434,11182,9346,5138,467,0,0,0,218633
1630,202303,경의선,금릉,68,3299,14294,29070,30709,16562,13518,13347,13961,13329,13996,14932,19569,26463,29056,23180,13991,12310,11293,6499,1857,0,0,0,321303
1631,202303,경의선,금촌,53,4084,14677,31800,37537,21530,19068,18866,22836,21597,21191,22662,27047,34623,37517,26012,17765,15236,11772,7143,1982,0,0,0,414998
1632,202303,경의선,김포공항,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3
1633,202303,경의선,능곡,0,3928,10863,22309,25762,14368,11396,10721,10774,10524,10489,11130,13974,16466,20259,15608,9419,9285,7754,4804,3132,0,0,0,242965
1634,202303,경의선,디지털미디어시티,12,1521,5250,14854,17722,10742,7493,6962,7775,7818,7563,8054,10121,13679,17506,12164,7954,6485,6473,3984,463,0,0,0,174595
1635,202303,경의선,문산,963,3042,10941,24133,32950,17162,15797,16589,17883,17912,16812,19036,21514,27363,27754,20487,13899,10564,9833,5388,2560,0,0,0,332582
1636,202303,경의선,백마,4,5712,19723,45915,41872,23676,17290,16086,17089,17108,15834,18978,22165,27346,41659,32433,19085,17389,15635,12117,849,0,0,0,427965
1637,202303,경의선,서강대,10,577,3217,6738,15472,10423,8739,7036,6848,8263,7389,7821,10498,12311,12895,8136,6259,6878,6245,3078,101,0,0,0,148934
1638,202303,경의선,서울역,1,656,10265,31415,47494,25262,10225,7879,9064,11562,7779,10769,14162,24710,43410,16365,9339,9977,1495,3804,123,0,0,0,295756
1639,202303,경의선,수색,3,1607,8794,9828,25172,13990,6760,5702,5531,6597,5789,7084,10351,15852,18876,9867,5815,4271,3671,2031,213,0,0,0,167804
1640,202303,경의선,신촌,0,204,1460,5650,6833,6645,3289,2209,3026,3783,2551,2639,3761,6545,7445,4263,2075,2185,1468,1098,74,0,0,0,67203
1641,202303,경의선,야당,22,5489,21217,41651,44489,24974,19738,20477,20901,20624,21859,25708,31873,42978,50332,43726,26956,26289,22205,13474,3607,0,0,0,528589
1642,202303,경의선,운정,37,5060,24965,41760,45515,23281,17384,16428,16401,15559,15710,19130,25310,32966,38439,29955,18055,15017,12845,7770,1991,0,0,0,423578
1643,202303,경의선,운천,0,0,0,0,0,20,125,4,28,4,6,27,32,148,0,0,0,0,0,0,0,0,0,0,394
1644,202303,경의선,월롱,44,473,6175,12823,15428,7234,4635,4149,7230,5455,4918,8278,12100,16960,18228,7834,6864,5858,4048,2331,838,0,0,0,151903
1645,202303,경의선,일산,36,9063,28637,62273,59593,32456,24150,25316,24695,25232,26073,28555,36025,43239,53655,47325,24167,24642,21066,11905,3420,0,0,0,611523
1646,202303,경의선,임진강,0,0,0,0,0,169,418,7,113,6,16,274,126,535,0,0,0,0,0,0,0,0,0,0,1664
1647,202303,경의선,탄현,64,7148,26425,48127,44001,25121,18258,18344,17840,17487,18821,21129,25328,33711,44312,42459,21812,20242,15904,10101,2930,0,0,0,479564
1648,202303,경의선,파주,35,718,1961,5304,9163,5998,4347,3118,4983,3635,3151,4854,6550,8507,6636,3326,2312,2008,1411,788,338,0,0,0,79143
1649,202303,경의선,풍산,12,4562,12980,30402,31399,20363,15121,16190,15914,16500,15383,17015,20617,24526,30927,23405,17370,15755,11479,8747,1075,0,0,0,349742
1650,202303,경의선,행신,1,5968,19791,51015,48161,27157,19801,21875,20691,19918,18276,19875,30564,37760,54098,40567,25317,21324,20314,10751,3233,0,0,0,516457
1651,202303,경의선,홍대입구,8,482,1527,3818,9515,8252,5528,6209,7374,8357,8555,8809,10757,13502,15432,10920,7661,8212,7739,4171,309,0,0,0,147137
1652,202303,경의선,화전,0,1034,3133,6914,16353,15946,15916,10160,9985,12292,12450,10561,16521,15748,14448,9378,5527,5393,5096,3482,906,0,0,0,191243
1653,202303,경의선,효창공원앞,1,858,4624,12485,28022,16491,8182,7599,7955,8616,8398,9551,11987,14804,24488,13146,8549,8177,6770,4140,337,0,0,0,205180
1654,202303,경인선,간석,330,7149,14166,31651,31952,17911,15552,15680,16313,17341,16250,19040,23076,25526,30415,24018,16258,13301,11014,7167,1707,0,0,0,355817
1655,202303,경인선,개봉,1539,24912,52255,120949,120495,82262,60044,56975,62625,58135,58059,65848,81713,99443,128505,95584,61150,54645,45761,24281,1354,0,0,0,1356534
1656,202303,경인선,구일,240,5779,15205,40097,43910,31906,19572,19043,26855,24887,19632,27953,36627,37199,41685,28322,16982,15907,14079,7605,334,0,0,0,473819
1657,202303,경인선,도원,422,3322,5712,16408,31338,9194,8476,9303,10105,12038,9655,13165,22266,17176,17446,9712,6577,5732,3999,2601,1117,0,0,0,215764
1658,202303,경인선,도화,293,5064,9688,22791,22843,13376,11736,11571,12856,12541,12164,13840,16961,18222,19846,15489,9922,8220,6540,4891,1499,0,0,0,250353
1659,202303,경인선,동암,559,23552,43776,82383,82261,51757,43483,45403,45350,45336,42458,48227,60006,75355,88633,72485,48277,42133,36353,21389,4011,0,0,0,1003187
1660,202303,경인선,동인천,1472,10033,31104,71563,72928,41201,41889,46092,45235,48143,45999,49630,61127,71463,82786,56365,35206,27868,23385,12935,3659,0,0,0,880083
1661,202303,경인선,백운,128,9545,18324,35368,37418,23748,18949,19962,21893,20325,18095,22586,27303,29652,34139,28728,17485,16007,14143,8522,1734,0,0,0,424054
1662,202303,경인선,부개,1986,12237,22223,52043,48985,29654,22557,22915,23952,24105,22400,24838,32853,38330,44782,35839,22071,20161,16421,11335,1605,0,0,0,531292
1663,202303,경인선,부천,2710,45020,57494,134078,169074,113193,89669,91964,104846,106380,104167,111929,135795,159772,188019,146087,96887,85669,70964,42668,3746,0,0,0,2060131
1664,202303,경인선,부평,8426,29055,52313,111912,119792,88621,76398,82820,93513,98690,98302,106405,130404,153164,185435,147976,95057,87228,74038,43237,8566,4,0,0,1891356
1665,202303,경인선,소사,1038,18038,20900,41731,45251,31900,28081,24971,27558,25830,24054,27017,34725,39110,42380,32851,20889,19584,16371,11032,1184,0,0,0,534495
1666,202303,경인선,송내,1600,26669,59402,152167,182721,99658,66166,64128,66324,66070,61454,68548,89014,115039,182471,121495,76865,66360,56664,32665,3127,0,0,0,1658607
1667,202303,경인선,역곡,837,33056,58607,143744,168242,117623,76683,74917,77951,75867,72897,81403,110003,131136,168788,128049,79548,72818,63479,39482,1762,0,0,0,1776892
1668,202303,경인선,오류동,495,14790,25581,61069,67452,43041,33040,30807,35035,33115,32292,35596,41106,48458,61143,49937,32626,28052,25627,15338,946,0,0,0,715546
1669,202303,경인선,온수(성공회대입구),199,7098,12625,36438,38717,24736,19498,19302,21348,19801,19955,23025,30862,31891,36021,26466,16874,16003,13185,8145,595,0,0,0,422784
1670,202303,경인선,인천,343,2357,6981,13234,15027,8864,10769,14536,16794,16741,18080,18737,21102,20539,19237,9841,7558,5121,3579,1730,1096,0,0,0,232266
1671,202303,경인선,제물포,757,10441,22098,58221,75225,40930,27496,26246,30852,30799,27948,35643,45279,49611,59153,42248,26517,23405,20426,12823,3171,0,0,0,669289
1672,202303,경인선,주안,845,19596,38698,87457,95052,67984,50835,50830,59655,52802,53140,59321,72769,87621,104086,87643,57595,50806,45302,28998,4891,0,0,0,1175926
1673,202303,경인선,중동,939,13054,22587,53994,51889,30744,23978,24667,26180,25489,24698,25381,33073,39437,48801,37548,24861,21279,17136,11634,1437,0,0,0,558806
1674,202303,경춘선,가평,1,868,2629,6207,10411,6620,6357,7714,6137,6492,7211,8363,8040,10372,8313,5552,3937,2653,2000,1322,302,0,0,0,111501
1675,202303,경춘선,갈매,7,2443,6920,23437,17675,10253,7263,5756,6623,6829,6023,8375,10161,12577,17079,11403,7235,7007,5177,2706,722,0,0,0,175671
1676,202303,경춘선,강촌,10,329,233,714,2236,2580,3139,3067,2190,2255,2600,3193,3106,3069,1970,1208,807,565,421,248,24,0,0,0,33964
1677,202303,경춘선,굴봉산,0,46,66,227,471,552,1034,854,466,610,672,672,492,459,377,348,305,113,77,73,13,0,0,0,7927
1678,202303,경춘선,금곡,14,1837,3683,7405,11989,5719,4749,4369,4888,4383,4777,5350,6012,7905,8720,5760,2720,2727,2278,1495,315,0,0,0,97095
1679,202303,경춘선,김유정,5,99,274,1197,1375,1393,2196,2354,2219,2212,2176,2522,2298,2338,1661,818,544,382,258,120,46,0,0,0,26487
1680,202303,경춘선,남춘천,537,1376,4553,7793,12105,12555,10238,13568,14706,12657,12789,14732,14117,14052,12810,14038,7548,7146,6899,2900,1833,0,0,0,198952
1681,202303,경춘선,대성리,2,2334,3969,2471,2955,2801,4554,4220,2968,4828,6942,5332,4239,4426,3132,2393,1140,745,559,426,10,0,0,0,60446
1682,202303,경춘선,마석,15,1963,12154,23570,23060,16216,12841,12586,12766,13138,12244,14009,15629,19920,19324,19034,10056,8161,6954,3151,1126,0,0,0,257917
1683,202303,경춘선,백양리,0,26,68,353,433,328,619,695,446,535,645,568,486,758,327,133,90,114,73,75,5,0,0,0,6777
1684,202303,경춘선,별내,22,2819,7006,19329,19672,11896,8749,7315,8077,8049,7882,9917,12455,16292,18745,13065,8006,5985,6217,2744,572,0,0,0,194814
1685,202303,경춘선,사릉,17,2775,5869,17453,14439,8844,6449,6224,6345,5547,5786,6202,7696,11365,13651,11653,5544,4178,3785,2291,538,0,0,0,146651
1686,202303,경춘선,상천,0,382,483,961,1517,1597,1691,1632,1554,1458,1960,1868,1566,1556,919,740,392,408,178,126,34,0,0,0,21022
1687,202303,경춘선,신내,19,1821,6747,15689,16853,7002,5321,5007,5169,5395,4985,7256,9024,10433,13195,8228,4153,3637,3371,2120,754,0,0,0,136179
1688,202303,경춘선,천마산,36,1327,4106,10952,9138,7495,5628,5070,5318,4738,4874,5482,5886,7110,8530,6215,4239,3263,2511,1447,357,0,0,0,103722
1689,202303,경춘선,청평,4,1435,2919,6036,10134,7089,6967,6056,6632,5555,6940,7743,8400,10561,7828,5620,3953,2701,1934,1361,257,0,0,0,110125
1690,202303,경춘선,춘천,306,570,1654,3299,7262,9315,6969,7999,7149,8492,7992,10580,11234,9655,7759,6465,3297,2715,1898,1490,552,0,0,0,116652
1691,202303,경춘선,퇴계원,3,3538,7539,25700,20309,12680,10039,8724,9691,9079,8242,9264,11553,16432,19340,15641,9286,6326,7511,3272,928,0,0,0,215097
1692,202303,경춘선,평내호평,581,6921,17047,38325,36473,21569,18134,16867,17656,16722,18068,18921,21614,33556,33076,33046,16166,14087,12943,7863,2754,0,0,0,402389
1693,202303,공항철도 1호선,검암,946,8374,17752,46317,43362,19420,14185,13751,13373,13207,12914,13976,19091,24376,38052,33162,19230,16530,15115,11031,4987,0,0,0,399151
1694,202303,공항철도 1호선,계양,18,13049,39432,84808,70289,42666,28332,25419,24184,23861,23922,27159,35983,46523,66816,63601,36639,31993,30011,18239,5464,0,0,0,738408
1695,202303,공항철도 1호선,공덕,62,2098,4416,11137,18387,10078,7108,7230,7223,7770,7093,7536,9729,15153,23709,13704,9072,8616,8069,5352,1615,0,0,0,185157
1696,202303,공항철도 1호선,공항화물청사,1,1291,8887,15397,25677,5017,2657,3416,4023,2678,3028,4327,6497,13334,18926,5152,4086,3734,3049,732,84,1,0,0,131994
1697,202303,공항철도 1호선,김포공항,17,4385,16527,30147,35956,26858,29010,32780,31450,34753,34332,32001,29713,39622,44336,26982,20099,22662,23048,6512,755,23,0,0,521968
1698,202303,공항철도 1호선,디지털미디어시티,133,4951,16352,54563,120615,58750,26322,23216,24219,26340,23673,26142,33641,71016,122809,57268,33530,29064,27486,13611,3589,1,0,0,797291
1699,202303,공항철도 1호선,마곡나루(서울식물원),12,3674,19249,48107,92220,40408,17565,13467,15287,16415,15312,18906,29741,71771,75224,34896,21568,18955,16072,7405,3093,0,0,0,579347
1700,202303,공항철도 1호선,서울역,310,5160,17965,34780,46224,41172,34821,36259,41545,44326,33024,46420,48113,57048,60231,48174,34331,34443,25374,13172,2531,0,0,0,705423
1701,202303,공항철도 1호선,영종,13,3755,13842,19382,16195,12047,10820,10875,10710,9567,10115,12364,14653,16086,19331,18123,10379,11237,8691,7624,2293,0,0,0,238102
1702,202303,공항철도 1호선,운서,97,13887,28608,44424,42176,25476,19792,22429,23524,21172,22296,24587,30837,39456,48680,32695,28062,27114,24377,17527,5318,0,0,0,542534
1703,202303,공항철도 1호선,인천공항1터미널,0,15580,30498,49916,49549,38010,31601,37569,48387,42976,48819,50732,51232,50251,50585,36378,28347,27510,28301,14940,4573,0,0,0,735754
1704,202303,공항철도 1호선,인천공항2터미널,0,7129,14572,19872,24148,12575,8981,11503,14035,9542,12069,15581,17383,25768,23907,10627,10888,8818,4665,1909,905,0,0,0,254877
1705,202303,공항철도 1호선,청라국제도시,55,5755,23033,43114,41788,18626,13440,13864,12544,13286,13175,14038,20263,31219,43616,33633,19105,16896,17236,9705,3926,0,0,0,408317
1706,202303,공항철도 1호선,홍대입구,293,5432,9672,22521,41260,40099,35201,39352,45020,48827,47276,52929,60594,73558,86447,64042,48126,49598,44603,23806,3777,0,0,0,842433
1707,202303,과천선,경마공원,0,863,3693,6424,14407,34352,44093,25076,22961,21333,18947,19836,25351,37067,70048,11090,3431,2002,1244,671,185,0,0,0,363074
1708,202303,과천선,과천,2,3243,12683,37224,37375,24758,19114,17622,18518,18074,18524,20306,23403,26970,33722,26392,16920,15325,14540,8456,1582,0,0,0,394753
1709,202303,과천선,대공원,5,409,4170,5295,11831,18788,27162,19153,21663,23177,23963,21818,22293,21782,16311,6554,5544,3324,838,418,66,0,0,0,254564
1710,202303,과천선,범계,71,11261,49672,128931,149089,94303,70597,66749,71720,78612,74228,82775,100854,129102,172604,129477,84965,70334,64315,32027,7455,0,0,0,1669141
1711,202303,과천선,선바위,2,2208,17548,40135,49882,32457,20726,19435,20512,20015,19214,22188,28495,40800,51859,29308,19459,16520,11844,6358,953,1,0,0,469919
1712,202303,과천선,인덕원,88,13187,49012,131803,184546,93227,62173,56817,58341,62454,57780,67078,85609,125148,179868,107317,69178,64930,53711,29267,7321,1,0,0,1558856
1713,202303,과천선,정부과천청사,8,2964,22081,51215,101869,34850,24836,23717,25343,27249,27837,29868,40936,56361,82898,36468,25700,22649,16372,7713,1445,0,0,0,662379
1714,202303,과천선,평촌,88,7703,34013,103717,145226,62351,40897,34957,37736,39480,37088,41412,53338,81761,119150,72849,44986,39631,33626,16765,4051,0,0,0,1050825
1715,202303,분당선,가천대,26,5854,12003,27809,77906,67780,54491,29398,55869,37587,44572,47129,55135,70741,53690,38251,28938,28274,27309,17349,1309,0,0,0,781420
1716,202303,분당선,강남구청,51,2078,8214,25203,70696,57529,31673,25745,26593,30014,29598,31685,36359,49522,76187,42153,24172,21824,16915,7585,928,0,0,0,614724
1717,202303,분당선,개포동,0,1733,8361,19860,25172,17949,14603,12263,15146,15880,14684,16340,21852,21410,23613,17546,11905,11546,11201,5630,178,0,0,0,286872
1718,202303,분당선,구룡,0,1732,10643,17012,13012,8512,6971,5388,6310,5852,6275,8390,16582,12929,10982,7287,4408,5715,3420,2098,110,0,0,0,153628
1719,202303,분당선,구성,114,3311,11104,28735,33684,18896,14786,13897,12933,12730,12938,15433,18104,26688,30112,24105,15385,12689,12626,6979,540,0,0,0,325789
1720,202303,분당선,기흥,202,6847,20950,56872,77718,36751,26368,28524,24379,27825,26907,28908,35863,51417,65967,47749,30470,25802,24182,13456,1484,0,0,0,658641
1721,202303,분당선,대모산입구,31,2942,9473,28363,34617,20255,14063,13666,14156,14453,12951,16113,19793,23319,27119,19695,11863,11113,10547,5686,260,0,0,0,310478
1722,202303,분당선,도곡,87,2894,12736,28380,43261,32489,20615,20298,20442,22718,23337,26287,31161,38193,40888,26473,18100,15278,12850,5688,506,0,0,0,442681
1723,202303,분당선,망포,72,8397,34300,92527,107263,47682,30039,28904,31751,30398,28232,36316,47483,75520,105311,78405,50831,40978,36873,19573,1463,0,0,0,932318
1724,202303,분당선,매교,366,5043,12266,27080,37969,14983,10472,10536,11596,10802,11140,12179,17960,28722,27784,18972,12265,10443,9772,4797,787,1,0,0,295935
1725,202303,분당선,매탄권선,91,4770,13765,30741,39889,18501,11697,10946,12525,11990,10806,14657,18695,27583,34411,22942,15518,12906,12742,7031,811,0,0,0,333017
1726,202303,분당선,모란,288,18559,34269,83785,112134,85368,66175,69681,76491,76123,75741,83610,91836,98193,116079,77471,55953,49583,42246,24952,2194,0,0,0,1340731
1727,202303,분당선,미금,605,4188,24100,52230,83063,62526,47318,47993,50406,53385,53770,60167,64476,76850,86583,58038,41938,38365,33381,15231,2964,0,0,0,957577
1728,202303,분당선,보정,65,1260,5517,13602,19152,9984,7517,7169,6567,6682,7042,8761,10605,13579,11912,9094,5985,5526,5755,3495,206,0,0,0,159475
1729,202303,분당선,복정,0,0,0,0,0,1,0,1,1,0,0,1,1,5,2,0,0,3,0,0,0,0,0,0,15
1730,202303,분당선,상갈,74,3862,12297,30442,36955,20856,15346,13910,13146,14544,13602,15545,20341,27172,31167,23169,16125,14561,12419,6824,880,0,0,0,343237
1731,202303,분당선,서울숲,170,3224,11032,39370,73058,53484,35821,33049,36403,42518,45194,49648,56596,73566,91389,54563,32974,28248,21229,7855,1096,0,0,0,790487
1732,202303,분당선,서현,296,8168,26568,76581,135501,106790,70167,66280,70770,72923,78638,84912,99955,124492,163678,103722,79197,65335,51423,24897,2491,0,0,0,1512784
1733,202303,분당선,선릉,51,2474,13970,52466,153803,105494,49999,35525,33663,38063,34422,36382,48151,75499,112903,55137,32398,29051,24272,9087,973,0,0,0,943783
1734,202303,분당선,선정릉,14,2185,7268,19214,61643,51089,24600,18958,18221,19392,19772,19397,22795,37321,57249,31128,16118,13847,10678,4868,622,0,0,0,456379
1735,202303,분당선,수내,168,4915,16535,48033,92844,66040,40740,34854,37239,39759,42007,44998,50621,71395,92649,56938,43250,32913,27944,10724,1516,0,0,0,856082
1736,202303,분당선,수서,22,8313,22526,58336,92682,56858,47798,37952,46670,43255,37381,49957,61494,73609,93449,53311,43117,34020,33010,14185,1083,0,0,0,909028
1737,202303,분당선,수원,694,6228,14733,36852,43032,27249,19086,20418,22564,22954,22648,25505,31543,42897,51342,37294,26674,23262,19191,9340,1048,0,0,0,504554
1738,202303,분당선,수원시청,214,8243,20968,53271,88814,51107,31937,32547,38171,38661,34283,41073,51764,69989,99563,64190,45160,39480,35697,17539,1717,0,0,0,864388
1739,202303,분당선,신갈,95,3191,11612,25214,29958,17343,13181,12722,12721,13253,12876,15017,16400,20750,25106,19516,13242,10242,11260,6166,355,0,0,0,290220
1740,202303,분당선,압구정로데오,168,3649,17127,33824,91957,120079,70123,58251,57623,62458,65034,71844,85870,113372,147889,103770,71414,54483,41811,18351,1618,0,0,0,1290715
1741,202303,분당선,야탑,152,11174,37637,106151,174330,106375,77174,71912,78311,82089,79021,90093,102311,134832,173365,105876,73208,59986,51111,24860,3154,0,0,0,1643122
1742,202303,분당선,영통,90,4494,12534,31858,53267,32936,24539,24495,27520,29076,27951,31358,38426,51945,59990,39457,29098,29052,29445,13928,1010,0,0,0,592469
1743,202303,분당선,오리,827,4745,23237,48977,73238,42051,30016,28430,31305,29897,29801,33105,37742,49128,62940,37834,26106,23132,18779,9509,2042,0,0,0,642841
1744,202303,분당선,이매,43,3488,10843,30621,34998,21772,17280,15899,17066,16836,16708,20169,28724,28212,32898,21792,14023,14300,13814,5894,1074,0,0,0,366454
1745,202303,분당선,정자,374,5054,25150,79721,123798,79294,46773,41756,41953,45097,43988,50901,61253,101061,126879,81090,57053,55577,50529,23996,4473,2,0,0,1145772
1746,202303,분당선,죽전,1498,6586,25041,66525,80640,58972,45268,41943,43660,43341,45540,50047,61601,73234,90069,69598,54474,37804,33887,20028,9063,0,0,0,958819
1747,202303,분당선,청명,20,3508,10679,27817,32369,14583,10356,9686,10164,10252,10402,12445,15249,20643,27676,18550,12236,10913,9898,5470,489,0,0,0,273405
1748,202303,분당선,태평,199,17043,27230,54546,84972,58110,38442,35085,38197,37723,38247,44554,50671,60148,70160,50451,36404,35720,28395,14929,1501,0,0,0,822727
1749,202303,분당선,한티,31,3829,18011,57783,83921,66095,44216,39587,46695,55229,45606,50818,65945,92989,92477,59656,49498,43060,51093,13007,680,0,0,0,980226
1750,202303,수인선,고색,647,3130,11187,35555,42868,14400,8246,8557,9372,8893,8432,10050,14223,27282,35853,19242,14075,10182,7955,4678,2164,0,0,0,296991
1751,202303,수인선,남동인더스파크,0,1123,5513,18677,23659,5123,3150,3410,3639,3516,3780,4179,5706,15670,13817,6158,5798,2704,1047,565,30,0,0,0,127264
1752,202303,수인선,달월,0,50,142,309,515,210,233,259,234,265,195,254,509,453,916,170,131,90,66,42,3,0,0,0,5046
1753,202303,수인선,사리,0,5062,14019,32045,31227,16086,12583,10861,12003,12545,10364,12431,18100,20506,31447,20136,13303,12959,10289,6896,935,0,0,0,303797
1754,202303,수인선,소래포구,12,3216,11631,23317,22294,14413,14157,21834,25599,22647,24603,26317,26823,24560,25353,16561,11863,11462,8203,5331,722,0,0,0,340918
1755,202303,수인선,송도,2,2580,6458,13374,14654,7765,6898,7590,8797,8311,7485,9888,10577,12659,13301,8942,5634,5190,3663,2304,531,0,0,0,156603
1756,202303,수인선,숭의,14,4428,11181,24135,26332,12121,11395,10879,11313,11846,11154,12666,15763,20503,22998,12270,8742,7944,5470,3321,556,0,0,0,245031
1757,202303,수인선,신포,4,1478,2988,7914,13364,6044,4661,5336,6337,6689,6664,8071,10273,10341,12443,5711,4252,3802,2784,1270,171,0,0,0,120597
1758,202303,수인선,야목,2,370,983,2108,2103,1222,1400,948,879,1022,867,1054,1428,1821,2067,1102,588,643,417,285,59,0,0,0,21368
1759,202303,수인선,어천,0,266,2458,6563,6426,3660,3293,3167,3423,3368,3022,3644,6617,5932,7107,3862,2186,2124,1578,837,79,0,0,0,69612
1760,202303,수인선,연수,5,3587,9764,22504,28053,15722,13136,12540,15182,15142,14357,15986,19935,24954,30204,17352,13369,12451,8762,5874,697,0,0,0,299576
1761,202303,수인선,오목천,10,1139,8077,19890,32103,18533,12814,11008,14064,13884,10947,15178,22930,21934,26392,14614,8575,8096,8586,4637,367,0,0,0,273778
1762,202303,수인선,원인재,4,4323,10367,21804,26227,14943,12624,12495,13612,13403,12707,15482,17504,22864,26825,17855,13194,11896,9733,6425,881,0,0,0,285168
1763,202303,수인선,월곶,6,1858,7101,13714,15586,10539,8061,8745,9106,7908,8157,9443,11932,13240,17066,9470,6836,6567,5145,2742,321,0,0,0,173543
1764,202303,수인선,인천,120,847,2355,5177,6890,3792,4260,6131,6834,6111,6538,7288,7983,6845,7156,4495,3225,2859,1890,1233,327,0,0,0,92356
1765,202303,수인선,인천논현,13,3454,12084,27941,30628,19048,15343,15543,16820,17018,17435,19398,24644,31027,34845,22161,16195,13989,10855,6550,769,0,0,0,355760
1766,202303,수인선,인하대,42,4761,14911,31723,45430,24154,29406,20882,23768,24007,24087,26425,36577,40855,43822,24789,19342,18018,13488,8976,1267,0,0,0,476730
1767,202303,수인선,호구포,10,2908,9957,28612,34400,10598,7924,8830,9318,9196,8859,9790,12492,24975,27569,13646,11956,8467,5534,3661,488,0,0,0,249190
1768,202303,신림선,관악산(서울대),3,1256,2932,10092,19786,20840,19331,13249,13670,15712,15295,16726,15756,14056,13181,6967,4718,4170,3607,2120,1088,82,0,0,214637
1769,202303,신림선,당곡,0,2160,5296,16860,27360,17800,11778,11610,12415,12954,12712,14275,15941,18482,26522,18363,12181,10091,8506,5335,1691,3,0,0,262335
1770,202303,신림선,대방,17,1904,3212,9203,16475,9747,6953,7342,7488,8294,7701,8026,8652,11096,13378,8328,6434,6316,5387,3216,951,56,0,0,150176
1771,202303,신림선,보라매,0,1737,3987,14082,26724,11835,8231,8171,9194,9264,9549,11082,13227,14716,24105,13967,9162,8172,7180,4299,1298,2,0,0,209984
1772,202303,신림선,보라매공원,0,927,2789,10626,14980,7098,5369,5528,6060,6779,7081,7677,8623,9562,13016,6936,4750,3856,3381,1781,641,0,0,0,127460
1773,202303,신림선,보라매병원,8,1443,6665,22936,58682,31060,20726,18760,18112,20420,22260,22026,21522,32475,46112,18850,12201,8751,6994,3031,833,0,0,0,393867
1774,202303,신림선,샛강,0,1115,3799,13410,29692,12262,6131,5519,5655,6300,6595,7438,8724,14428,23682,9221,6336,5485,4581,2156,814,46,0,0,173389
1775,202303,신림선,서울대벤처타운,1,5628,11728,37886,52431,34263,23053,21962,25412,25358,24619,26876,32205,35817,48419,38128,23784,21262,21362,13967,6312,110,0,0,530583
1776,202303,신림선,서울지방병무청,0,1446,4191,14134,19701,11192,8874,8341,9893,9095,8814,10744,11773,12012,15945,10864,7231,6599,5863,3638,1237,2,0,0,181589
